rs_id,qi_id,rs_name,qi_name,rs_filename,qi_filename,same_filename
134044,2188,Snuifdoos,"S75/139 - Schnupftabakdose, Snuff box, Snuifdoos, Tabatière",U7513901_0194.tif,s7513901-0212.jpg,
134042,2156,"Paar tafelkandelaars","S75/96 - A pair of candlesticks, Paar tafelkandelaars, Paar Tischkerzenleuchter, Paire de candélabres de table",U7509601_0436.tif,s7509601-0403.jpg,
134041,2161,Godslamp,"S75/93 - Ewiglichtampel, Godslamp, Lampe d'autel, Sanctuary lamp",U7509302_0516.tif,s7509301-0447.jpg,
134040,2161,Godslamp,"S75/93 - Ewiglichtampel, Godslamp, Lampe d'autel, Sanctuary lamp",U7509301_0519.tif,s7509301-0447.jpg,
134039,2150,"Onze-Lieve-Vrouw met kind","S75/92 - Muttergottes mit Kind, Onze-Lieve-Vrouw met kind, Our Lady with the Child Jesus, Sainte Vierge à l'Enfant",U7509206_0515.tif,s7509201-0443.jpg,
134038,2150,"Onze-Lieve-Vrouw met kind","S75/92 - Muttergottes mit Kind, Onze-Lieve-Vrouw met kind, Our Lady with the Child Jesus, Sainte Vierge à l'Enfant",U7509205_0311.tif,s7509201-0443.jpg,
134037,2150,"Onze-Lieve-Vrouw met kind","S75/92 - Muttergottes mit Kind, Onze-Lieve-Vrouw met kind, Our Lady with the Child Jesus, Sainte Vierge à l'Enfant",U7509204_0309.tif,s7509201-0443.jpg,
134036,2150,"Onze-Lieve-Vrouw met kind","S75/92 - Muttergottes mit Kind, Onze-Lieve-Vrouw met kind, Our Lady with the Child Jesus, Sainte Vierge à l'Enfant",U7509203_0304.tif,s7509201-0443.jpg,
134035,2150,"Onze-Lieve-Vrouw met kind","S75/92 - Muttergottes mit Kind, Onze-Lieve-Vrouw met kind, Our Lady with the Child Jesus, Sainte Vierge à l'Enfant",U7509202_0306.tif,s7509201-0443.jpg,
134034,2150,"Onze-Lieve-Vrouw met kind","S75/92 - Muttergottes mit Kind, Onze-Lieve-Vrouw met kind, Our Lady with the Child Jesus, Sainte Vierge à l'Enfant",U7509201_0307.tif,s7509201-0443.jpg,
134033,2159,Suikerstaander,"S75/90 - Sucrier avec sa couronne de cuillère, Sugar and spoon stand, Suikerstaander, Zuckerschale",U7509001_0159.tif,s7509001-0202.jpg,
134032,2155,Chocoladekan,"S75/89 - Chocoladekan, Chocolate pot, Chocolatière, Kakaokanne",U7508901_0460.tif,s7508901-0413.jpg,
134031,1987,"Paar kandelaars","S75/88 - A pair of candlesticks, Paar kandelaars, Paar Kerzenleuchter, Paire de candélabres",U7508801_0220.tif,s7508801-0219.jpg,
134030,2178,Presenteerblad,"S75/87 - Plateau, Presenteerblad, Salver, Tablett",U7508702_0215.tif,s7508701-0218.jpg,
134029,2178,Presenteerblad,"S75/87 - Plateau, Presenteerblad, Salver, Tablett",U7508701_0216.tif,s7508701-0218.jpg,
134028,2162,Strooibus,"S75/86 - Caster, Saupoudreuse, Steuer, Strooibus",U7508601_0319.tif,s7508601-0285.jpg,
134027,2183,Koffiekan,"S75/85 - Cafetière, Coffeepot, Kaffeekanne, Koffiekan",U7508501_0478.tif,s7508501-0419.jpg,
134026,2164,Koffiekan,"S75/83 - Cafetière, Coffeepot, Kaffeekanne, Koffiekan",U7508301_0461.tif,s7508301-0416.jpg,
134025,2163,Koffiekan,"S75/82 - Cafetière, Coffeepot, Kaffeekanne, Koffiekan",U7508202_0475.tif,s7508201-0417.jpg,
134024,2163,Koffiekan,"S75/82 - Cafetière, Coffeepot, Kaffeekanne, Koffiekan",U7508201_0471.tif,s7508201-0417.jpg,
134023,2052,Zeepdoos,"S75/81 - Boîte à savon, Seifendose, Soap box, Zeepdoos",U7508101_0066.tif,s7508101-0100.jpg,
134022,2051,Blaker,"S75/80 - Blaker, Bougeoir, Chamberstick, Handleuchter",U7508001_0067.tif,s7508001-0102.jpg,
134021,2158,Theepot,"S75/79 - Teapot, Teekanne, Theepot, Théière",U7507901_0426.tif,s7507901-0397.jpg,
134020,2038,Lampetstel,"S75/78 - Aiguière et bassin, Lampetstel, Toilet set, Wasserkanne und -becken",U7507801_0120.tif,s7507801-0172.jpg,
134019,2175,"Soepterrine met onderschotel","S75/77 - Soepterrine met onderschotel, Soup tureen on stand, Soupière sur présentoir, Suppenterrine mit Schale",U7507701_0385.tif,s7507701-0353.jpg,
134018,2165,Kom,"S75/76 - Bol, Bowl, Kom, Schüssel",U7507601_0369.tif,s7507601-0328.jpg,
134017,2172,"Olie- en azijnstel","S75/75 - Essig- un Ölhalter, Huilier, Oil and vinegar cruet set, Olie- en azijnstel",U7507501_0361.tif,s7507501-0321.jpg,
134016,1767,Groentekom,"S75/74 - Compotier, Gemüsseschüssel, Groentekom, Vegetable dish",U7507402_0211.tif,s7507401-0217.jpg,
134015,1767,Groentekom,"S75/74 - Compotier, Gemüsseschüssel, Groentekom, Vegetable dish",U7507401_0214.tif,s7507401-0217.jpg,
134014,2176,Mosterdpot,"S75/73 - Mosterdpot, Moutardier, Mustard pot, Senftopf",U7507302_0285.tif,s7507301-0263.jpg,
134013,2176,Mosterdpot,"S75/73 - Mosterdpot, Moutardier, Mustard pot, Senftopf",U7507301_0284.tif,s7507301-0263.jpg,
134012,2189,Mosterdpot,"S75/72 - Caster, Saupoudreuse, Steuer, Strooibus",U7507202_0326.tif,s7507201-0286.jpg,
134011,2189,Mosterdpot,"S75/72 - Caster, Saupoudreuse, Steuer, Strooibus",U7507201_0325.tif,s7507201-0286.jpg,
134010,2152,"Paar zoutvaatjes","S75/71 - A pair of salts, Paar Salzfäßchen, Paar zoutvaatjes, Paire de salières",U7507101_0288.tif,s7507101-0269.jpg,
134009,2002,Mosterdpot,"S75/70 - Mosterdpot, Moutardier, Mustard pot, Senftopf",U7507001_0145.tif,s7507001-0190.jpg,
134008,1980,"Paar kandelaars","S75/69 - A pair of candlesticks, Paar kandelaars, Paar Kerzenleuchter, Paire de candélabres",U7506901_0221.tif,s7506901-0225.jpg,
134007,2173,Chocoladekan,"S75/68 - Chocoladekan, Chocolate pot, Chocolatière, Kakaokanne",U7506801_0235.tif,s7506801-0233.jpg,
134006,2157,Strooibus,"S75/67 - Caster, Saupoudreuse, Streuer, Strooibus",U7506701_0347.tif,s7506701-0310.jpg,
134005,2181,Chocoladekan,"S75/66 - Chocoladekan, Chocolate pot, Chocolatière, Kakaokanne",U7506601_0477.tif,s7506601-0418.jpg,
134004,2171,"Paar sauskommen","S75/65 - A pair of sauceboats, Paar sauskommen, Pair Saucieren, Paire de saucières",U7506501_0248.tif,s7506501-0237.jpg,
134003,1983,"Paar bekertjes","S75/64 - A pair of beakers, Paar Becher, Paar bekertjes, Paire de timbales",U7506401_0286.tif,s7506401-0265.jpg,
134002,2174,"Paar zoutvaatjes","S75/63 - A pair of salts, Paar Salzfäßchen, Paar zoutvaatjes, Paire de salières",U7506301_0279.tif,s7506301-0259.jpg,
134001,2170,"Paar sauskommen","S75/62 - A pair of sauceboats, Paar Saucieren, Paar sauskommen, Paire de saucières",U7506201_0252.tif,s7506201-0240.jpg,
134000,2168,"Paar tafelkandelaars","S75/61 - A pair of candlesticks, Paar tafelkandelaars, Paar Tischkerzenleuchter, Paire de candélabres de table",U7506103_0444.tif,s7506101-0407.jpg,
133999,2168,"Paar tafelkandelaars","S75/61 - A pair of candlesticks, Paar tafelkandelaars, Paar Tischkerzenleuchter, Paire de candélabres de table",U7506102_0443.tif,s7506101-0407.jpg,
133998,2168,"Paar tafelkandelaars","S75/61 - A pair of candlesticks, Paar tafelkandelaars, Paar Tischkerzenleuchter, Paire de candélabres de table",U7506101_0442.tif,s7506101-0407.jpg,
133997,2177,"Strooibus en mosterdpot","S75/60 - Caster and mustard pot, Saupoudreuse et moutardier, Streuer und senftopf, Strooibus en mosterdpot",U7506001_0358.tif,s7506001-0317.jpg,
133996,1859,Koffiekan,"S75/58 - Cafetière, Coffeepot, Kaffeekanne, Koffiekan",U7505803_0489.tif,s7505801-0420.jpg,
133995,1859,Koffiekan,"S75/58 - Cafetière, Coffeepot, Kaffeekanne, Koffiekan",U7505802_0486.tif,s7505801-0420.jpg,
133994,1859,Koffiekan,"S75/58 - Cafetière, Coffeepot, Kaffeekanne, Koffiekan",U7505801_0488.tif,s7505801-0420.jpg,
133993,1856,"Koffiekan en melkkan","S75/57 - Cafetière et pot à lait, Coffeepot and milk jug, Kaffee- und Milchkanne, Koffiekan en melkkan",U7505701_0493.tif,s7505701-0422.jpg,
133992,1855,Koffiekan,"S75/56 - Cafetière, Coffeepot, Kaffeekanne, Koffiekan",U7505602_0247.tif,s7505601-0235.jpg,
133991,1855,Koffiekan,"S75/56 - Cafetière, Coffeepot, Kaffeekanne, Koffiekan",U7505601_0245.tif,s7505601-0235.jpg,
133990,1854,"Beker met deksel en handvat","S75/55 - Beaker with ear and cover, Beker met deksel en handvat, Gobelet à poignée et couvercle, Henkelbecher mit Deckel",U7505501_0161.tif,s7505501-0203.jpg,
133989,1853,"Paar vazen","S75/54 - A pair of vases, Paar Vasen, Paar vazen, Paire de vases",U7505401_0456.tif,s7505401-0411.jpg,
133988,1846,Theebus,"S75/53 - Boîte à thé, Tea caddy, Teedose, Theebus",U7505302_0258.tif,s7505301-0250.jpg,
133987,1846,Theebus,"S75/53 - Boîte à thé, Tea caddy, Teedose, Theebus",U7505301_0257.tif,s7505301-0250.jpg,
133986,1850,"Kom met deksel","S75/52 - Deckelschälchen, Ecuelle à couvercle, Ecuelle and cover, Kom met deksel",U7505202_0416.tif,s7505201-0374.jpg,
133985,1850,"Kom met deksel","S75/52 - Deckelschälchen, Ecuelle à couvercle, Ecuelle and cover, Kom met deksel",U7505201_0413.tif,s7505201-0374.jpg,
133984,1845,"Kom met deksel","S75/51 - Deckelschälchen, Ecuelle à couvercle, Ecuelle and cover, Kom met deksel",U7505101_0408.tif,s7505101-0370.jpg,
133983,1847,"Strooibus en mosterdpot","S75/50 - Caster and mustard pot, Saupoudreuse et moutardier, Streuer und Senftopf, Strooibus en mosterdpot",U7505003_0351.tif,s7505001-0313.jpg,
133982,1847,"Strooibus en mosterdpot","S75/50 - Caster and mustard pot, Saupoudreuse et moutardier, Streuer und Senftopf, Strooibus en mosterdpot",U7505002_0354.tif,s7505001-0313.jpg,
133980,1852,Theepot,"S75/49 - Teapot, Teekanne, Theepot, Théière",U7504901_0430.tif,s7504901-0398.jpg,
133979,1849,Theepot,"S75/48 - Teapot, Teekanne, Theepot, Théière",U7504801_0419.tif,s7504801-0377.jpg,
133978,1851,Schotel,"S75/47 - Plat, Platter, Schale, Schotel",U7504704_0396.tif,s7504701-0363.jpg,
133977,1851,Schotel,"S75/47 - Plat, Platter, Schale, Schotel",U7504703_0394.tif,s7504701-0363.jpg,
133976,1851,Schotel,"S75/47 - Plat, Platter, Schale, Schotel",U7504702_0393.tif,s7504701-0363.jpg,
133975,1851,Schotel,"S75/47 - Plat, Platter, Schale, Schotel",U7504701_0388.tif,s7504701-0363.jpg,
133974,1844,Tafelkomfoor,"S75/46 - Dish warmer, Rechaud, Réchaud de table, Tafelkomfoor",U7504601_0373.tif,s7504601-0330.jpg,
133973,1766,Chocoladekan,"S75/45 - Chocoladekan, Chocolate pot, Chocolatière, Kakaokanne",U7504501_0459.tif,s7504501-0412.jpg,
133972,2049,"Paar tafelkomforen","S75/43 - A pair of dish warmers, Paar Rechauds, Paar tafelkomforen, Paire de réchauds de table",U7504301_0381.tif,s7504301-0347.jpg,
133971,2039,Theebus,"S75/42 - Boîte à thé, Tea caddy, Teedose, Theebus",U7504201_0328.tif,s7504201.jpg,
133970,2047,"Paar doosjes","S75/41 - A pair of boxes, Paar doosjes, Paar Döschen, Paire de boîtes",U7504104_0275.tif,s7504101-0257.jpg,
133969,2047,"Paar doosjes","S75/41 - A pair of boxes, Paar doosjes, Paar Döschen, Paire de boîtes",U7504103_0274.tif,s7504101-0257.jpg,
133968,2047,"Paar doosjes","S75/41 - A pair of boxes, Paar doosjes, Paar Döschen, Paire de boîtes",U7504102_0272.tif,s7504101-0257.jpg,
133967,2047,"Paar doosjes","S75/41 - A pair of boxes, Paar doosjes, Paar Döschen, Paire de boîtes",U7504101_0273.tif,s7504101-0257.jpg,
